Target, ra[rad], dec[rad], ra[h:m:s], dec[d:m:s], ObservationTimeAtGaia[UTC], CcdRow[1-7], zetaFieldAngle[rad], scanAngle[rad], Fov[FovP=preceding/FovF=following], parallaxFactorAlongScan, parallaxFactorAcrossScan, ObservationTimeAtBarycentre[BarycentricJulianDateInTCB]
HD 106252,3.2004618828535283,0.17525960664706902,12:13:29.510,+10:02:29.889,2014-08-06T11:29:40.995 ,7,-0.0054605448203897495,0.41680662365953697,FoVP,-0.13254011994791542,0.7314201629619178,2456875.9758415804
HD 106252,3.2004618828535283,0.17525960664706902,12:13:29.510,+10:02:29.889,2014-08-06T13:16:15.201 ,7,-0.004244052663254717,0.41658013464422994,FoVF,-0.13253896284164798,0.7305521717937624,2456876.04984353
HD 106252,3.2004618828535283,0.17525960664706902,12:13:29.510,+10:02:29.889,2014-08-06T17:29:55.215 ,4,-0.0013483525350345942,0.4160410156830754,FoVP,-0.13253778286917897,0.7284816970399572,2456876.2259890847
HD 106252,3.2004618828535283,0.17525960664706902,12:13:29.510,+10:02:29.889,2014-08-06T19:16:29.424 ,5,-1.3177123036709385E-4,0.41581451548968645,FoVF,-0.13253794851266118,0.7276100028511303,2456876.2999910926
HD 106252,3.2004618828535283,0.17525960664706902,12:13:29.510,+10:02:29.889,2014-08-06T23:30:09.446 ,2,0.002764140992312922,0.41527536066689946,FoVP,-0.1325399170807841,0.7255307331173994,2456876.4761367864
HD 106252,3.2004618828535283,0.17525960664706902,12:13:29.510,+10:02:29.889,2014-08-07T01:16:43.659 ,2,0.003980811358693333,0.4150488415186935,FoVF,-0.1325414055320042,0.7246553521000481,2456876.550138853
HD 106252,3.2004618828535283,0.17525960664706902,12:13:29.510,+10:02:29.889,2014-11-05T12:26:11.408 ,1,0.006065126534924711,-2.5957490081029446,FoVF,0.041417771416304205,0.703893650210344,2456967.015066678
HD 106252,3.2004618828535283,0.17525960664706902,12:13:29.510,+10:02:29.889,2014-11-05T16:39:51.646 ,1,0.0038496651427215945,-2.608568929071351,FoVP,0.04977823415907078,0.7054399044997453,2456967.1912391786
HD 106252,3.2004618828535283,0.17525960664706902,12:13:29.510,+10:02:29.889,2014-11-05T18:26:25.919 ,3,0.0029616286014738707,-2.6139623333376942,FoVF,0.053309769621040996,0.7060576207219612,2456967.2652521594
HD 106252,3.2004618828535283,0.17525960664706902,12:13:29.510,+10:02:29.889,2014-11-05T22:40:06.024 ,3,9.509645913360062E-4,-2.6268173731797253,FoVP,0.061760215498208586,0.7074511792271002,2456967.441423185
HD 106252,3.2004618828535283,0.17525960664706902,12:13:29.510,+10:02:29.889,2014-11-06T00:26:40.244 ,5,1.500227514184389E-4,-2.632225015487376,FoVF,0.06532865784436621,0.7080041134138886,2456967.515435576
HD 106252,3.2004618828535283,0.17525960664706902,12:13:29.510,+10:02:29.889,2014-11-06T04:40:20.230 ,4,-0.0016508269438557216,-2.6451126445121957,FoVP,0.07386471375716401,0.7092420177820343,2456967.6916052694
HD 106252,3.2004618828535283,0.17525960664706902,12:13:29.510,+10:02:29.889,2014-11-06T06:26:54.402 ,6,-0.0023625728811335397,-2.650533407941316,FoVF,0.07746814890042825,0.7097289643306574,2456967.7656171313
HD 106252,3.2004618828535283,0.17525960664706902,12:13:29.510,+10:02:29.889,2014-11-06T10:40:34.282 ,6,-0.003948625280847861,-2.663450837924934,FoVP,0.08608507817998218,0.7108084396593941,2456967.9417856405
HD 106252,3.2004618828535283,0.17525960664706902,12:13:29.510,+10:02:29.889,2014-11-06T12:27:08.411 ,7,-0.00456909061223476,-2.6688834964273633,FoVF,0.08972144119017643,0.7112282745609906,2456968.015797037
HD 106252,3.2004618828535283,0.17525960664706902,12:13:29.510,+10:02:29.889,2014-11-06T16:40:48.197 ,7,-0.005935407463685247,-2.681827678413931,FoVP,0.09841415358914077,0.7121467510183126,2456968.1919645164
HD 106252,3.2004618828535283,0.17525960664706902,12:13:29.510,+10:02:29.889,2014-11-09T10:43:18.283 ,6,-0.005366141412000036,-2.8849318047551438,FoVP,0.2387377881021532,0.7111350316086545,2456970.943902553
HD 106252,3.2004618828535283,0.17525960664706902,12:13:29.510,+10:02:29.889,2014-11-09T12:29:52.398 ,7,-0.004741448030789267,-2.890372110667946,FoVF,0.24256446264885068,0.7107037873624642,2456971.0179140405
HD 106252,3.2004618828535283,0.17525960664706902,12:13:29.510,+10:02:29.889,2014-11-09T16:43:32.242 ,5,-0.0031185009153743147,-2.9033059036941613,FoVP,0.2516697597756051,0.7095934239265903,2456971.1940828287
HD 106252,3.2004618828535283,0.17525960664706902,12:13:29.510,+10:02:29.889,2014-11-09T18:30:06.401 ,6,-0.0023792425050148877,-2.90873248483796,FoVF,0.2554930356133531,0.7090918728901545,2456971.268094838
HD 106252,3.2004618828535283,0.17525960664706902,12:13:29.510,+10:02:29.889,2014-11-09T22:43:46.356 ,4,-4.820202224905836E-4,-2.9216304948476735,FoVP,0.26458665442678314,0.7078151747564848,2456971.4442649665
