Target, ra[rad], dec[rad], ra[h:m:s], dec[d:m:s], ObservationTimeAtGaia[UTC], CcdRow[1-7], zetaFieldAngle[rad], scanAngle[rad], Fov[FovP=preceding/FovF=following], parallaxFactorAlongScan, parallaxFactorAcrossScan, ObservationTimeAtBarycentre[BarycentricJulianDateInTCB]
HD 164604,4.7259831420597616,-0.49847746435631907,18:03:06.933,-28:33:38.358,2017-08-08T07:55:52.648 ,1,0.003384672966202397,-0.14450156799067862,FoVP,0.037252641628669,0.7274962822048396,2457973.8356393166
HD 164604,4.7259831420597616,-0.49847746435631907,18:03:06.933,-28:33:38.358,2017-08-08T09:42:26.786 ,2,0.004841886185975399,-0.13948322668303534,FoVF,0.033797938969490175,0.7285450943604078,2457973.9096403285
HD 164604,4.7259831420597616,-0.49847746435631907,18:03:06.933,-28:33:38.358,2017-08-16T02:02:15.051 ,1,0.003291098328243139,0.3952375616387465,FoVP,-0.367752297031281,0.7265810854144,2457981.5894842427
HD 164604,4.7259831420597616,-0.49847746435631907,18:03:06.933,-28:33:38.358,2017-08-16T03:48:49.220 ,4,0.001556314891953041,0.4001812470467955,FoVF,-0.37155880985719586,0.7254912176536291,2457981.663484957
HD 164604,4.7259831420597616,-0.49847746435631907,18:03:06.933,-28:33:38.358,2017-08-16T08:02:29.262 ,5,-0.002715953228944321,0.4118980036898374,FoVP,-0.3805776302335811,0.7228316633710503,2457981.839628878
HD 164604,4.7259831420597616,-0.49847746435631907,18:03:06.933,-28:33:38.358,2017-08-16T09:49:03.532 ,7,-0.00457087858441488,0.4167984954361848,FoVF,-0.3843486537613547,0.7216874845109319,2457981.913630761
HD 164604,4.7259831420597616,-0.49847746435631907,18:03:06.933,-28:33:38.358,2017-09-24T13:28:27.209 ,2,0.0024659985711264552,-0.7895990552596551,FoVP,0.7173504757719124,0.7178247370845353,2458021.06233899
HD 164604,4.7259831420597616,-0.49847746435631907,18:03:06.933,-28:33:38.358,2017-11-03T08:35:07.499 ,2,0.005102787608011818,0.4759693065038843,FoVF,-0.3031554657350367,0.7064345677695923,2458060.8549954244
HD 164604,4.7259831420597616,-0.49847746435631907,18:03:06.933,-28:33:38.358,2017-11-03T12:48:47.669 ,2,0.0018596783102674916,0.46338365683583266,FoVP,-0.29313080681664544,0.7084818659441646,2458061.031141454
HD 164604,4.7259831420597616,-0.49847746435631907,18:03:06.933,-28:33:38.358,2017-11-03T14:35:21.900 ,4,5.671170809563765E-4,0.45807830402410443,FoVF,-0.2889056492560112,0.7093033764759157,2458061.1051431694
HD 164604,4.7259831420597616,-0.49847746435631907,18:03:06.933,-28:33:38.358,2017-11-03T18:49:01.880 ,5,-0.0023433061054778203,0.44541010643252565,FoVP,-0.2788185798462857,0.7111652493375071,2458061.281287057
HD 164604,4.7259831420597616,-0.49847746435631907,18:03:06.933,-28:33:38.358,2017-11-03T20:35:36.036 ,7,-0.003496277107909701,0.4400720089225454,FoVF,-0.2745690037996166,0.7119076435253551,2458061.355287917
HD 164604,4.7259831420597616,-0.49847746435631907,18:03:06.933,-28:33:38.358,2017-11-04T00:49:15.845 ,7,-0.006074982199809245,0.4273304533960129,FoVP,-0.26442824878535365,0.7135784805910967,2458061.5314298756
HD 164604,4.7259831420597616,-0.49847746435631907,18:03:06.933,-28:33:38.358,2017-11-08T00:52:48.635 ,6,-0.004871278694993089,0.13334655097687936,FoVP,-0.03499359446100657,0.7123102095252808,2458065.533601821
HD 164604,4.7259831420597616,-0.49847746435631907,18:03:06.933,-28:33:38.358,2017-11-08T02:39:22.764 ,7,-0.0038528010537938685,0.12796929318850309,FoVF,-0.03095657995896737,0.7115798350717017,2458065.6076027444
HD 164604,4.7259831420597616,-0.49847746435631907,18:03:06.933,-28:33:38.358,2017-11-08T06:53:02.670 ,4,-0.0012981271921625767,0.1151945813443426,FoVP,-0.021400878162414743,0.7097445325616487,2458065.7837467217
HD 164604,4.7259831420597616,-0.49847746435631907,18:03:06.933,-28:33:38.358,2017-11-08T08:39:36.866 ,5,-1.7062444966819615E-4,0.10983842866963033,FoVF,-0.017409405456135545,0.7089331803812277,2458065.8577484456
HD 164604,4.7259831420597616,-0.49847746435631907,18:03:06.933,-28:33:38.358,2017-11-08T12:53:16.939 ,2,0.0026405136335887467,0.09711594265318992,FoVP,-0.007965129080373067,0.7069071603526964,2458066.0338944136
HD 164604,4.7259831420597616,-0.49847746435631907,18:03:06.933,-28:33:38.358,2017-11-08T14:39:51.208 ,2,0.003874473630620006,0.09178253169146555,FoVF,-0.004021683833428057,0.7060165616778433,2458066.1078970092
HD 164604,4.7259831420597616,-0.49847746435631907,18:03:06.933,-28:33:38.358,2018-02-08T16:21:06.005 ,2,0.004133730387861064,-2.852827571066162,FoVF,-0.27361760204844154,0.6985835471279441,2458158.1785462117
HD 164604,4.7259831420597616,-0.49847746435631907,18:03:06.933,-28:33:38.358,2018-02-08T20:34:46.038 ,5,-0.0034180059131670966,-2.863581475830335,FoVP,-0.2664603376055819,0.7035293595421485,2458158.3547173715
HD 164604,4.7259831420597616,-0.49847746435631907,18:03:06.933,-28:33:38.358,2018-02-23T04:27:37.125 ,7,-0.0037612202009253163,2.433069138820247,FoVF,0.5465021467083516,0.7065295231182502,2458172.684283875
HD 164604,4.7259831420597616,-0.49847746435631907,18:03:06.933,-28:33:38.358,2018-03-29T08:08:46.268 ,5,-0.002987504296018171,-2.358018676295731,FoVP,-0.6988566809384416,0.7114558816292276,2458206.841204113
HD 164604,4.7259831420597616,-0.49847746435631907,18:03:06.933,-28:33:38.358,2018-08-15T02:57:52.705 ,5,-0.0027239309441587727,-0.5245626711995157,FoVP,0.34680286843055874,0.7207207829872931,2458345.62820276
HD 164604,4.7259831420597616,-0.49847746435631907,18:03:06.933,-28:33:38.358,2018-08-15T04:44:26.930 ,4,5.223148603661356E-4,-0.520453118342139,FoVF,0.3442991723276344,0.7227804311064824,2458345.702204225
HD 164604,4.7259831420597616,-0.49847746435631907,18:03:06.933,-28:33:38.358,2018-09-02T16:49:54.034 ,2,0.004043316487390597,0.6721851111004563,FoVF,-0.6222750983954421,0.7219682737358429,2458364.2043900862
HD 164604,4.7259831420597616,-0.49847746435631907,18:03:06.933,-28:33:38.358,2018-09-02T21:03:34.079 ,7,-0.006113560127514905,0.679579085256039,FoVP,-0.6280625772230954,0.7183067683986493,2458364.380531529
HD 164604,4.7259831420597616,-0.49847746435631907,18:03:06.933,-28:33:38.358,2019-02-17T09:39:00.801 ,4,-3.184959810691477E-4,-2.625692908864784,FoVP,-0.46121059961779587,0.7057889928348015,2458531.900003764
HD 164604,4.7259831420597616,-0.49847746435631907,18:03:06.933,-28:33:38.358,2019-02-17T11:25:34.981 ,7,-0.00455743609733807,-2.629201970131302,FoVF,-0.4590024913307045,0.7080741137570106,2458531.974016766
HD 164604,4.7259831420597616,-0.49847746435631907,18:03:06.933,-28:33:38.358,2019-03-10T09:38:14.321 ,3,-3.853991472187847E-5,2.3530076196950347,FoVP,0.6817535497969425,0.7096047792789436,2458552.90141667
HD 164604,4.7259831420597616,-0.49847746435631907,18:03:06.933,-28:33:38.358,2019-03-10T11:24:48.545 ,2,0.005158893468496778,2.3513736442236324,FoVF,0.683197066788173,0.7086033523026988,2458552.975431196
HD 164604,4.7259831420597616,-0.49847746435631907,18:03:06.933,-28:33:38.358,2019-04-08T21:18:36.618 ,1,0.0033646043672792554,-2.385744647977908,FoVP,-0.644396084548055,0.7169027126959108,2458582.3907112493
HD 164604,4.7259831420597616,-0.49847746435631907,18:03:06.933,-28:33:38.358,2019-04-08T23:05:10.821 ,6,-0.001586937075072837,-2.383697144071989,FoVF,-0.6455234643450565,0.7153874949285002,2458582.464725291
HD 164604,4.7259831420597616,-0.49847746435631907,18:03:06.933,-28:33:38.358,2019-08-22T08:11:57.445 ,7,-0.005919044753185667,0.5326828815913035,FoVP,-0.4834345680829982,0.7170621929670918,2458717.8457457745
HD 164604,4.7259831420597616,-0.49847746435631907,18:03:06.933,-28:33:38.358,2019-08-22T09:58:31.611 ,6,-0.0018049077208043796,0.5294201169932617,FoVF,-0.48134031113224,0.7192533182958651,2458717.9197460497
