Target, ra[rad], dec[rad], ra[h:m:s], dec[d:m:s], ObservationTimeAtGaia[UTC], CcdRow[1-7], zetaFieldAngle[rad], scanAngle[rad], Fov[FovP=preceding/FovF=following], parallaxFactorAlongScan, parallaxFactorAcrossScan, ObservationTimeAtBarycentre[BarycentricJulianDateInTCB]
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2014-09-07T23:25:46.763 ,6,-0.004732667307726863,-0.5939888776687452,FoVP,0.6964372524642521,0.7228733865725728,2456908.476184107
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2014-09-08T01:12:20.965 ,4,4.244235468330174E-4,-0.5951690143956337,FoVF,0.6970723280246621,0.7219092535121248,2456908.5501838354
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2014-10-09T10:19:41.445 ,7,-0.00479065042910017,-0.19381327408490953,FoVF,0.25377937215731494,0.7187322822466108,2456939.927502938
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2014-10-09T14:33:21.416 ,2,0.0021480231120666413,-0.2045902270382621,FoVP,0.2606530082812329,0.7140729886660865,2456940.1036468493
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2014-10-09T16:19:55.682 ,2,0.005089699824119712,-0.20910115114904324,FoVF,0.2635108362231623,0.7120986489366665,2456940.1776490374
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2015-02-20T21:24:10.663 ,3,-1.2125067537366467E-4,-2.174896410956036,FoVP,-0.7014492373465673,0.7040440405333118,2457074.392465767
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2015-03-29T08:47:46.594 ,5,-0.0034546564602288485,2.731713626923426,FoVP,0.44919309153798925,0.7073525442207844,2457110.8707042
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2015-03-29T10:34:20.837 ,5,-7.158701017344591E-4,2.7363567897551575,FoVF,0.4454808376844234,0.7088752553902433,2457110.944717933
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2015-04-08T20:55:08.339 ,1,0.004884480938323849,-2.816464705259757,FoVP,-0.1308008928374972,0.7144339995352804,2457121.376652667
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2015-04-08T22:41:42.485 ,3,0.002688474908994778,-2.8115772613994636,FoVF,-0.13419769724140468,0.7129129603009609,2457121.45066443
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2015-04-09T02:55:22.503 ,5,-0.0026260006149331997,-2.799984410252799,FoVP,-0.1422084989172658,0.7092288295469659,2457121.626834982
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2015-04-09T04:41:56.775 ,7,-0.004894884882278861,-2.7951311003778545,FoVF,-0.145542736622428,0.707654781112893,2457121.7008481864
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2015-07-13T10:33:02.438 ,7,-0.005947186908788006,0.016075773770091884,FoVP,0.14971313560285485,0.7242242458198407,2457216.9447451485
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2015-07-13T12:19:36.726 ,7,-0.003751563775690088,0.020788647285257922,FoVF,0.14639945642938568,0.7257927202185204,2457217.0187478815
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2015-07-13T16:33:16.792 ,3,0.0013932070577180997,0.0320440289302316,FoVP,0.13844078128058002,0.7294657378674948,2457217.194893565
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2015-07-13T18:19:50.961 ,3,0.003519933344022108,0.036788351167632086,FoVF,0.13506722531410523,0.7309830468866235,2457217.268894903
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2015-07-24T06:27:16.767 ,1,0.006944566835096427,0.7505173104335223,FoVF,-0.4415808857785236,0.731954590460594,2457227.773248658
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2015-07-24T10:40:56.639 ,3,9.057970028017329E-4,0.7613380198885025,FoVP,-0.4504611469346666,0.7284632807363224,2457227.9493901217
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2015-07-24T12:27:30.855 ,6,-0.001692775591037268,0.7658493113464121,FoVF,-0.45416331142060395,0.7269785139795196,2457228.023391158
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2016-01-14T06:44:41.892 ,3,0.003506969763348404,-2.5755469310692845,FoVF,-0.2558950597913035,0.6964674433656901,2457401.77823342
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2016-01-28T23:04:59.279 ,4,-8.661086234566521E-4,2.6819398366660225,FoVP,0.5433031842319956,0.7010351296979267,2457416.4602205614
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2016-01-29T00:51:33.503 ,3,0.0029723418928327247,2.6779460391855126,FoVF,0.5464208611920501,0.6993565797889069,2457416.534234498
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2016-03-02T10:34:03.385 ,5,-0.001993255114125974,-2.188565262618511,FoVP,-0.6936433162578709,0.7059239708431886,2457449.9420416555
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2016-07-20T17:36:03.293 ,1,0.0034867989978361693,-0.2811432935480989,FoVP,0.3901092680388972,0.7284342710576809,2457590.237894965
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2016-07-20T19:22:37.434 ,1,0.007030490669690914,-0.27733258946987804,FoVF,0.38763031929684383,0.7306040082927019,2457590.311895344
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2016-08-09T01:26:32.908 ,1,0.005688667267632161,0.9229618025362214,FoVF,-0.6497849711436497,0.726856014142056,2457609.5629326194
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2016-08-09T05:40:12.921 ,6,-0.005118856592220548,0.9291263181385665,FoVP,-0.654955263353133,0.7234188251055887,2457609.739073533
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2016-09-10T11:16:12.170 ,2,0.0025782145719389555,-0.5871612220883115,FoVP,0.6812134711073184,0.7201313161839495,2457641.969232579
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2017-01-21T19:49:52.444 ,2,0.0037370256192998923,-2.3622603787412446,FoVF,-0.45162463381890106,0.6983746579114004,2457775.324167516
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2017-01-22T00:03:32.427 ,7,-0.0060956362235201796,-2.3710717718235026,FoVP,-0.44648567110163884,0.7036890760240673,2457775.5003397316
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2017-02-12T01:24:51.883 ,6,-0.005216363761498223,2.566624826095773,FoVP,0.6744866895870276,0.7043805654275542,2457796.5587830395
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2017-02-12T03:11:26.076 ,5,-2.424812708029832E-5,2.5647698560582324,FoVF,0.6759362320655067,0.7033584642278186,2457796.632797271
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2017-03-12T19:05:58.482 ,1,0.004239474323745446,-2.239302385616945,FoVP,-0.6393809881862549,0.7103354870334565,2457825.2985520125
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2017-03-12T20:52:32.680 ,5,-8.586641199963003E-4,-2.237405729661667,FoVF,-0.6405114519005894,0.7088119957009563,2457825.372566119
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2017-07-30T09:51:53.764 ,7,-0.0045036321541988555,-0.4512019281340185,FoVF,0.5517596417388506,0.7217259241251515,2457964.9147792505
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2017-08-24T13:59:44.926 ,1,0.003712866282683013,0.9662846121410497,FoVP,-0.7191369837246653,0.7213417293914265,2457990.0845050104
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2017-09-21T01:48:16.647 ,1,0.0039436476152085904,-0.5308303940982786,FoVP,0.5943421320768344,0.7152666142940916,2458017.5738661275
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2018-01-31T14:33:52.938 ,6,-0.0037313909268383598,-2.2542215958173717,FoVP,-0.5820228659304283,0.7049359532841788,2458150.105580063
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2018-02-26T20:21:20.516 ,2,0.002686596852814513,2.5364252255033892,FoVP,0.7057326009487958,0.7072639613189599,2458176.349475748
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2018-03-22T22:01:01.925 ,1,0.005924483572860898,-2.335032264189381,FoVF,-0.5379310540777369,0.7152897728715654,2458200.4210497467
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2018-03-23T02:14:41.931 ,6,-0.0048763578651377865,-2.3280218698576762,FoVP,-0.5422044147058401,0.7103321465217163,2458200.5972231366
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2018-08-09T23:00:51.102 ,7,-0.004565083870405172,-0.5438254732905475,FoVF,0.653306990474096,0.7198411447123599,2458340.4617220773
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2018-09-08T22:43:16.013 ,6,-0.0017760205912310564,0.9379147667768538,FoVF,-0.6892738811325465,0.7163706094456541,2458370.446560348
HIP 79431,4.244188425859121,-0.3294396772399296,16:12:41.780,-18:52:31.811,2018-09-30T22:42:52.807 ,7,-0.0040531409037334876,-0.4120753340619793,FoVF,0.4537677108997708,0.7142624591487434,2458392.4442766253
