2451212.07662    134.20   7.79
2451213.05407    144.03   5.85
2451214.21513    157.51   6.43
2451275.92363    161.59   6.87
2451630.97346    129.19   6.04
2451683.87328     94.94   6.07
2451828.21375     53.34   9.68
2451920.08917     96.13   6.89
2451983.94179     92.61   6.31
2452009.00033     64.54   5.28
2452151.31612     61.28   7.09
2452187.23417     34.84   5.55
2452188.24015     44.43   5.44
2452189.25770     58.33   6.42
2452598.24504      1.85   5.54
2452710.92354    -22.94   4.73
2452747.89403    -42.88   3.22
2453006.11037   -102.50  10.68
2453008.08978    -82.79   3.76
2453044.09125    -55.00   5.14
2453401.08112   -128.19   4.17
2453670.26354   -189.45   4.78
2454226.89274   -328.56   3.50
2454900.99913   -503.01   4.55
