2450830.91892   -546.11   1.53
2451034.21546   -650.63   1.37
2451386.30988   -711.07   1.73
2451387.29270   -712.05   1.95
2451411.14510   -716.51   2.10
2451413.94410   -712.38   1.32
2451683.30919   -655.21   1.58
2451743.22199   -627.60   1.90
2451767.16194   -613.16   1.45
2451828.02985   -594.85   1.56
2451856.02769   -570.19   1.96
2451856.90110   -559.19   2.79
2452010.30758   -471.21   1.41
2452061.27333   -438.25   3.01
2452092.19421   -413.77   1.45
2452127.15499   -380.94   2.18
2452186.94274   -334.62   1.22
2452188.06716   -332.39   1.43
2452188.96520   -334.56   1.08
2452421.32711   -107.16   1.18
2452510.99914      0.00   1.56
2452748.31800    275.47   1.65
2452860.11763    417.89   1.42
2453215.21898    897.76   1.01
2453486.33273   1282.86   1.41
2453519.23306   1332.82   1.08
2454334.10726   2478.35   1.86
2454755.03531   3029.24   2.27
2455375.31670   3750.83   1.11
2455520.97044   3912.37   1.13
2456049.33470   4434.56   1.46
2456766.32000   5005.17   1.60
2456936.10282   5121.83   1.37
