2450830.18977     32.31   2.19
2451001.91447     37.13   2.69
2451213.19610     40.73   2.30
2451237.07581     57.34   3.56
2451274.06690     23.19   3.61
2451383.86713     47.29   2.03
2451631.02571     39.62   1.98
2451682.92935     38.94   2.28
2451920.21240     48.16   2.18
2451984.06956     48.60   2.59
2452092.90322     41.52   1.92
2452128.86711     48.48   2.49
2452359.02769     37.38   1.29
2452386.96468     36.83   1.54
2452387.98202     39.24   1.54
2452476.86398     44.37   1.86
2452655.18646     37.26   1.81
2452746.04746     30.61   1.96
2452749.05299     37.43   1.47
2452751.03587     28.99   1.54
2452785.92799     39.23   1.94
2453005.23255     34.70   2.18
2453008.17650     30.14   1.79
2453042.20770     38.76   1.86
2453044.14883     33.67   1.82
2453051.14994     22.78   1.71
2453402.14203     17.47   1.37
2453483.00648     23.41   1.92
2453509.98673     14.89   1.59
2453516.93854     21.01   1.80
2453569.84834      7.54   1.40
2453753.23600      7.04   1.13
2453840.06486     -4.31   1.34
2453844.96349      2.77   1.11
2453944.85841     -1.07   1.12
2454015.28212      2.94   1.50
2454037.26076     -5.99   3.22
2454112.16665    -11.28   1.42
2454115.21258    -13.24   1.97
2454221.98913    -14.81   1.12
2454255.94601    -17.11   1.63
2454545.06201    -34.40   1.66
2454846.22169    -55.68   1.02
2454899.06756    -60.92   1.89
2455209.17186    -81.26   1.36
2455314.00302    -90.69   1.48
2455603.19624   -107.42   1.35
2455965.16252   -140.91   1.94
2455997.10750   -141.06   1.68
2456749.09191   -219.81   1.72
2456765.06886   -229.49   1.43
2457052.19416   -250.97   1.64
2457094.18232   -245.47   2.07
