2451035.14068    133.91   2.20
2451411.10500    105.86   3.11
2451472.93410     85.69   2.40
2451683.24651     64.72   3.75
2451743.10263     65.19   3.01
2451767.05885     58.37   2.71
2451768.17309     52.43   2.40
2451827.99915     48.81   2.99
2451828.92656     47.41   3.20
2451829.93204     54.24   3.98
2451855.99260     38.87   4.30
2452010.30282     38.07   2.85
2452061.24440     23.33   3.83
2452092.14169     23.94   2.78
2452127.12720     20.82   2.55
2452186.93067     12.82   2.59
2452388.27524      0.67   2.53
2452389.31468      4.80   4.82
2452421.25549      0.00   2.56
2452425.30271     -4.70   2.26
2452455.18471    -14.67   2.55
2452510.06012    -10.06   3.11
2452593.94042    -11.38   4.27
2452751.32047    -32.14   2.54
2452944.93889    -51.11   2.50
2453218.11515    -73.26   2.68
2453488.26934    -95.06   3.05
2453576.11925   -108.25   1.88
2454017.96266   -133.40   2.81
2454253.27119   -159.49   2.44
2455374.18396   -224.24   3.77
2456767.30548   -293.60   2.39
2456937.97321   -297.25   4.40
